Id;Nombre;Breve resumen;Descripción;URL de la imagen;Temas;Determinantes;Sexo;Edad;Creador;Dirección;Código Postal;Latitud;Longitud;Población;Tipo;Municipio;Provincia;Comunidad;País;Contacto;Correo electrónico;Teléfono;Entidad participante/colaboradora/promotora;Temporalidad;Fecha de creación;Fecha de caducidad;Otros detalles sobre la población a la que va dirigida la actividad;Página web;Twitter;Facebook;Situación actual;Red;Validada
10128;"ASTEASUKO IBILBIDE OSASUNGARRIA";"Asteasuko herrigunean zehar ibilbide zirkularra. Oso erraza. Herritar orori zuzendua";"
2015. urteko martxoan, Asteasuko herrigunean hasiz eta, modu zirkularrean, Matxintxulotik&nbsp; pasa ondoren,&nbsp; herrigunean bukatzen den bidea egokitu eta inauguratu zen, bertan jarduera fisikoa sustatzeko behar diren baldintza guztiak eskura jarriz. Helburu hori lortzeko, Pausoz Pauso programa sortu zen, urtean zehar eta hainbat ekintza antolatuz, ibilbide horren dinamizazioa lortzeko abiapuntu zena. Egun, ibilbide hau Pausoz Pauso programak eta gainontzeko herritarrek aisialdiaz gozatzeko ematen dioten erabilpenaz gain, herritarrek egunero lanera joateko ere ibilbidearen zati bat erabiltzen dute, mugikortasun jasangarriaren alde aurrerapauso handia suposatzen duena.&nbsp;Ibilbideak Lege Zaharren enparantzan hasita, eta erreka ondotik, Usarrabi pasealekutik, herri baratzetarainoko bidea egiten du. Handik Matxintxulora joaten da eta bidegorritik herrigunera buelta egiten du, denera 2,8 kilometro luze delarik.&nbsp;&nbsp;Bidean zehar, seinaleak, atsedena hartzeko aulkiak eta guneak, iturriak, komuna eta osasun ariketako gunea aurkitzen dira, bidea ahalik eta eroso eta seguruena gerta dadin.Astean behin ibilbide gidatuak antolatzen dira Asteasuko kiroldegitik abiatuta.
";"";"Actividad física";"Entorno físico | Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"ugalde.tolosaldeagaratzen@gmail.com";"Plaza Lege Zaharren Enparantza, z.g.";"20268";"43.19337389960126";"-2.097618503649869";"";"Plaza";"Asteasu";"Gipuzkoa";"Euskadi";"España";"Leire";"ugalde@tolosaldea.eus";"943651238";"Asteasuko Udala";"A demanda";"15/04/2020 11:24:05";"15/05/2021 11:24:05";"";"";"";"";"Activa";"EUS";"1"
10140;"Ibili Andoain";"Paseo osasuntsuak 65 urte baino gehiago dituztenei zuzendutakoak";"
+65 urte dituztenei zuzendutako paseo osasuntsuak laguntzarekin.Herriko talde eragile ezberdinak dinamizatzen dute.
";"";"Personas mayores | Actividad física";"Hábitos/Comportamientos saludables";"Cualquiera";"Mayores de 65 años";"iolano@andoain.eus";"Avenida Goiko plaza, zenbakirik gabe";"20140";"43.2199615";"-2.0208004999999503";"";"Avenida";"Andoain";"Gipuzkoa";"Euskadi";"España";"Ana Carrere, Ana Sanz eta Ixiar Olano";"iolano@andoain.eus";"943300147";"Andoaingo Udala";"Programada";"19/09/2018 00:00:00";"29/05/2019 00:00:00";"";"";"";"";"Histórica";"EUS";"1"
10148;"PUNTAIK PUNTA. DEBAGOIENEKO BIDEZIDORREN JAIALDIA";"Debagoieneko Bidezidorren Jaialdia 2019.
Zure hurrengo esperientziaren parte izan nahi dugu
Debagoienako 4. senderismo jaialdia Eskoriaratzan izango da maiatzaren 1etik 5era.";"

              PUNTAIK  PUNTA  Debagoieneko  bidezidorren  
jaialdiarekin  arlo  desberdinak  harremanetan  jartzen  dira:  
turismoa,  kultura,  &hellip;  eskaintza  integrala  osatuz;  Debagoiena  
eskualdearen  irudia  Euskal  Herrian  zehar  zabalduz  eta  aldi  
berean,  eskualdeko  turismo  eta  kultur  eskaintza  zabalduz.
2016an  hasi  eta  urtero  PUNTAIK  PUNTA,  Debagoieneko  
bidezidorren  jaialdia  Debagoieneko  udalerrietan  antolatzen  da,  
Euskal  Herriko  senderismoko  lehen  jaialdia.
Debagoienak  senderismoaren  eskualdea  bilakatzen  da  asteburu  
batez,  natura  turismoan  erreferente  bihurturik  eta  aldi  berean,  
eskualdeko  eskaintza  turistikoaren  erakusleiho  izanez.
";"https://activosdesalud.com/project/web/uploads/ac/10148.png";"Actividad física | Cultura y ocio";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"turismo@debagoiena.eus";"Plaza Fernando Eskoriatza, 1";"20540";"43.0172459";"-2.5267312999999376";"";"Plaza";"Eskoriatza";"Gipuzkoa";"Euskadi";"España";"Ana Heriz";"turismo@debagoiena.eus";"943796463";"DEBAGOIENEKO MANKOMUNITATEA";"Programada";"01/05/2019 00:00:00";"05/05/2019 00:00:00";"";"http://puntaikpunta.turismodebagoiena.com/";"https://www.facebook.com/DebagoienaTurismo/";"https://twitter.com/debagoiena?lang=es";"Histórica";"EUS";"1"
10149;"ALTZO MUÑOTIK ALEGIARA OINEZ EDO BIZIKLETAZ JOAN ETORRIAK EGITEKO IBILBIDEA";"OINEZKOENTZAKO EDO BIZIKLETENTZAKO IBILBIDEA
Alegia eta Altzo biarteko DISTANTZIA: 1,5 km.
Zailtasuna: Herritar orok erabili dezakeen zailtasun baxuko ibilbidea da. Seinaleztatua eta motordun ibilgailuentzako debekatua.";"Altzo Muño - Alegia ibilbidearen mapa";"";"Actividad física";"Entorno físico | Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"udala@altzo.eus";"Lugar ALTZO MUÑO, Z.G.";"20268";"43.10117638980469";"-2.089655405340636";"";"Lugar";"Altzo";"Gipuzkoa";"Euskadi";"España";"udala";"udala@altzo.eus";"943652413";"";"A demanda";"02/05/2020 23:45:03";"02/06/2021 23:45:03";"";"";"";"";"Histórica con seguimiento";"EUS";"1"
10174;"DESHABITUACION TABAQUICA GRUPAL";"Se realizan talleres 2-3 veces a año compuestos de 5 sesiones de 1h y media de duracion en los que se ayuda a las personas en el proceso de dejar de fumar.Los grupos estan compuestos por un maximo de 15 personas.";"
Se realizan talleres 2-3 veces a a&ntilde;o compuestos de 5 sesiones de
1h y media de duracion en los que se ayuda a las personas en el proceso de
dejar de fumar.Los grupos estan compuestos por un maximo de 15 personas.

Durante
dichas sesiones y a traves de la entrevista motivacional se tratan temas como:

-Tabaco
y salud.

-Beneficios
de dejar de fumar.

-Motivacion
para no fumar.

-Tipos
de adiccion...

Se
realiza un seguimiento del proceso de deshabituacion tanto presencial como
telefonico.
";"";"Tabaco";"Hábitos/Comportamientos saludables";"Cualquiera";"Población Adulta (Mayores de 15 años)";"mila.perezcortizo@osakidetza.eus";"Avenida Nafarroa Hiribidea, 16";"20500";"43.0634074";"-2.483166399999959";"ARRASATE";"Avenida";"Arrasate/Mondragón";"Gipuzkoa";"Euskadi";"España";"MILA PEREZ CORTIZO";"MILA.PEREZCORTIZO@osakidetza.eus";"943035250";"OSAKIDETZA";"A demanda";"10/05/2020 23:45:05";"10/06/2021 23:45:05";"FUMADORES";"";"";"";"Histórica con seguimiento";"EUS";"1"
10175;"Antzalde inguruan, geldialdi edo atseden gunea eta ariketa osagarriak burutzeko gunea";"Herri gunean kokatutako espazioa da, ibilaldi osasungarrien sarean barneratutakoa, geldialdi edo atseden gune izateko aukerak eskaintzan dituena, hala nola, bertan kirol elementuak egokitzeko, ibilaldi osasungarrien bidez sustatu nahi den jarduera fisikoa osatuko dutenak. Era berean toki egokia da ariketa fisikoa burutzearekin batera giza harreman berriak sortzeko.";"
Herri gunean kokatutako espazioa da, ibilaldi osasungarrien sarean barneratutakoa, geldialdi edo atseden gune izateko aukerak eskaintzan dituena, hala nola, bertan kirol elementuak egokituta, ibilaldi osasungarrien bidez sustatu nahi den jarduera fisikoa osatuko dutenak. Era berean toki egokia da ariketa fisikoa burutzearekin batera giza harreman berriak sortzeko.

";"";"Actividad física";"Entorno físico";"Cualquiera";"Población General";"udala@lazkao.eus";"Lugar Antzalde, z/g";"20210";"43.03147967509872";"-2.1824024145416843";"";"Lugar";"Lazkao";"Gipuzkoa";"Euskadi";"España";"Jokin Izagirre";"kirola@lazkao.eus";"943088080";"";"A demanda";"15/04/2020 11:25:45";"15/05/2021 11:25:45";"";"";"";"";"Activa";"EUS";"1"
10176;"Arizti inguruan, geldialdi edo atseden gunea eta ariketa osagarriak burutzeko gunea";"Parke basotsua, aisialdirako ezin egokiagoa, udalerriko biriketako bat da, jarduera fisikoa garatzeko ere ezin hobea. Ibilbide osasuntsuen sareko ardatz bihurtu nahi da. Espazio atsegina da, egokia paseatu, jarduera fisikoa burutu, edo beraien ibilbidea burutzeko zailtasun handiagoa dutenek atseden hartu ahal izateko guneekin.";"
Parke basotsua, aisialdirako ezin egokiagoa, udalerriko biriketako bat da, jarduera fisikoa garatzeko ere ezin hobea. Ibilbide osasuntsuen sareko ardatz bihurtu nahi da. Espazio atsegina da, egokia paseatu, jarduera fisikoa burutu, edo beraien ibilbidea burutzeko zailtasun handiagoa dutenek atseden hartu ahal izateko guneekin.

";"";"Actividad física";"Entorno físico";"Cualquiera";"Población General";"udala@lazkao.eus";"Lugar Lazkao Barreiatua, z/g";"20210";"43.03629839713707";"-2.1894749351959035";"";"Lugar";"Lazkao";"Gipuzkoa";"Euskadi";"España";"Jokin Izagirre";"kirola@lazkao.eus";"943088080";"";"A demanda";"15/04/2020 11:26:48";"15/05/2021 11:26:48";"";"";"";"";"Activa";"EUS";"1"
10181;"Ibilbide osasungarrien sarea";"Ibilbide berriak, zailtasunen arabera sailkatutakoak, pertsona guztientzat egokiak, non azterketa baten ondoren distantziak, maldak, zailtasunak, irisgarritasuna, ibilbidearen denborak, elkartze guneak, atseden guneak, jarduera fisikorako ekipamendua etab.  adieraziko diren. 


2016an hasitako Pausoka Lazkao proiektuaren jarraipena da: ikasturtean zehar, asteartero, taldeko ibilaldiak burutzen dira, Txindoki Egoitza, San Benito Ikastola, Orobione Jubilatuen Elkartea eta Azki Emakumeen Elkartearen partaidetzarekin. Kirol jarduera burutzeaz gain, sozializazioa eta giza erlazioak sortzea bultzatu eta belaunaldien arteko hartu-eman aberasgarriak ahalbidetuz.";"

";"";"Actividad física | Salud comunitaria | Cultura y ocio";"Entorno físico | Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"udala@lazkao.eus";"Lugar Lazkao Barreiatua, z/g";"20210";"43.03599522995381";"-2.189696196295131";"";"Lugar";"Lazkao";"Gipuzkoa";"Euskadi";"España";"Jokin Izagirre";"kirola@lazkao.eus";"943088080";"";"A demanda";"15/04/2020 11:28:58";"15/05/2021 11:28:58";"";"";"";"";"Activa";"EUS";"1"
10187;"Ttipi Etapa Urretxu";"Urretxu eta Zumarragako Ttipi-Etapa ibilbideen programak, adineko jendeak kalera irten eta lagun artean ibiltzeko ohitura bultzatzea nahi du  eta ohitura osasuntsuak hartzeko aukera paregabea eskaintzen du.
El programa de salidas Ttipi-Etapa en Urretxu y Zumárraga tiene como objetivo que las personas mayores salgan a la calle, se animen a pasear entre amigos y adquieran los hábitos saludables.";"


Tipi-Etapa proiektua.

&nbsp;

Urretxu eta Zumarragako Ttipi-Etapa ibilbideen
programak, adineko jendeak kalera irten eta lagun artean ibiltzeko ohitura bultzatzea
nahi du &nbsp;eta ohitura osasuntsuak hartzeko
aukera paregabea eskaintzen du.

Antolatutako ibilbideak
lauak eta laburrak dira, helburua ariketa fisikorik egiten ez duten eta
zailtasunak dituzten pertsonak mugiaraztea baita. Ibilaldiak asteko egun jakin
batean egiten dira, asteazkenetan, hain zuzen ere, eta beti abiapuntu eta ordu
bera (11:00etan) izaten dute. Areizaga-Kalebarren plazan jarrita dagoen Ttipi-Etapa
seinalearen alboan biltzen dira, beti dago &nbsp;kirol begiraleren bat eta herriko elkarteetako
boluntarioak zain. Bestalde, aipatu, begiraleek petoak eraman dituztela parte-hartzaile
bakoitzarentzat, ekimenean parte hartzen dutenak identifikatu ahal izateko.
Horretaz gain, bakoitzari fitxa bat egiten zaio eta irteera bakoitzean zigilua
jartzen da asistentzia kontrolatzeko.

&nbsp;

Aukeratutako
ibilbideak ordu beteko iraupena izaten du eta aldez aurretik ez da izenik eman
behar.

&nbsp;Urtarriletik abendura bitartean,
astean behin (asteazkenetan, 11:00etan, Areizaga-Kalebarren), ibilbide gidatuak
antolatzen dira. &nbsp;Adineko pertsonen gaitasun
fisikoa hobetzea da helburuetako bat . &nbsp;

Proyecto
Tipi-Etapa. 

&nbsp;

El programa de
salidas Ttipi-Etapa en Urretxu y Zum&aacute;rraga tiene como objetivo que las personas
mayores salgan a la calle, se animen a pasear entre amigos y adquieran los
h&aacute;bitos saludables.

&nbsp;

&nbsp;Los recorridos programados son llanos y cortos
con el fin de que las personas que no realizan actividad f&iacute;sica se muevan
paseando. Las salidas se han programado un d&iacute;a concreto de la semana, los
mi&eacute;rcoles, y siempre tienen el mismo punto de salida y horario (11:00). Los
participantes se reunen junto a la se&ntilde;al Ttipi-Etapa colocada en la Plaza
Areizaga-Kalebarren, en cada salida est&aacute;n acompa&ntilde;ados de un monitor deportivo y
de voluntarios de las asociaciones locales colaboradoras con el programa. Los
monitores deportivos reparten a los participantes unos petos identificativos,
adem&aacute;s de una ficha de seguimiento de las salidas, donde se sella cada asistencia
realizada.

&nbsp;

&nbsp;El recorrido tiene una duraci&oacute;n aproximada de
una hora y no es necesario apuntarse previamente.&nbsp; 

De enero a diciembre est&aacute;
previsto realizar recorridos guiados una vez por semana (los mi&eacute;rcoles a las
11:00 horas en Areizaga-Kalebarren), Uno de los objetivos es mejora la
capacidad f&iacute;sica de las personas de edad. 


";"https://activosdesalud.com/project/web/uploads/ac/10187.jpg";"Personas mayores | Actividad física";"Hábitos/Comportamientos saludables";"Cualquiera";"Mayores de 65 años";"urretxu@urretxu.eus";"Plaza Areizaga, S / N";"20700";"43.0919903";"-2.313734899999986";"";"Plaza";"Urretxu";"Gipuzkoa";"Euskadi";"España";"Miguel Angel Cristóbal Garcia";"urretxu@urretxu.eus";"943038088";"Nagusilan -Gueske";"A demanda";"13/04/2020 23:44:59";"13/05/2021 23:44:59";"";"https://www.urretxu.eus/es/";"";"";"Histórica con seguimiento";"EUS";"1"
10193;"IBARRA MARTXAN";"Ibilbide osasuntsuak lagun giroan 
Paseos saludables en un entorno amigable";"
Ostegunetan goizeko 11:00etan Emeterio Arrese plazan elkartzen gara , Ibarran zehar ibiltzera joateko&nbsp;( eguraldi txarra eginez gero bertako frontoian)Ibarran paseoan ibiliz osasuna hobetu dezakezu, aktiboago sentitu eta lagun berriak egin. Ez duzu ahalegin handirik egin behar.Horrela ba:Bihotza sendoago &nbsp;edukiko duzu, zure tentsioa jaitsi egingo da, eta baita kolesterol eta azukre mailak ere.Paseoa bukatu ondoren hamaiketakoa izango dugu Bizi Nahi jubilatuen elkartean.ZATOZ GUREKIN!&nbsp;Los jueves nos reunimos a las 11.00 horas en la plaza de Emeterio Arrese, para caminar por Ibarra ( en caso de mal tiempo en el front&oacute;n)Puedes&nbsp;mejorar tu salud caminando por Ibarra, te sentir&aacute;s m&aacute;s activo y har&aacute;s nuevos amigos/as. No te supondr&aacute; ning&uacute;n esfuerzo.As&iacute; pues:Fortalecer&aacute;s el coraz&oacute;n, bajar&aacute; tu tensi&oacute;n y rebajaras tus niveles de glucosa y colesterol.Tras el paseo tendremos un hamaiketako en el hogar de jubilados Bizi Nahi.VEN CON NOSOTROS!&nbsp;
";"https://activosdesalud.com/project/web/uploads/ac/10193.JPG";"Actividad física";"Hábitos/Comportamientos saludables";"Cualquiera";"Mayores de 65 años";"gizarte@ibarra.eus";"Plaza Emeterio Arrese, 12";"20400";"43.1306557";"-2.0656880999999885";"";"Plaza";"Ibarra";"Gipuzkoa";"Euskadi";"España";"Xabier Jauregi";"gizarte@ibarra.eus";"943670415";"Ibarrako udaleko Gizarte Politiketako saila";"A demanda";"25/06/2019 13:56:07";"25/07/2020 13:56:07";"Ostegunero, txandaka,bolondres gisa parte hatzen duten taldeetako kideak arduratzen dira ekimena zuzentzeaz/ Cada jueves, uno de los grupos colaboradores se encarga de coordinar la actividad: Bizi Nahi jubilatuen elkartea, Ilarki elkargoa, Garagune, Uztur";"";"";"";"Activa";"EUS";"1"
10202;"Irun Sasoian";"Irun Sasoian es una iniciativas comunitaria, lideradas por el Servicio de Deportes del Ayuntamiento de Irun, con la finalidad de promover condiciones de vida favorables a la actividad física en la ciudad.
Desarrollando políticas, programas y otras iniciativas  que incidan en las condiciones de vida de la población irunesa, con las siguientes premisas:
 - Intervenciones sostenibles, diseñadas para perdurar.
 - Bajo el concepto actividad física en todas las políticas.
 - Con la participación ciudadana y de los agentes comunitarios.
 - Orientada prioritariamente a la población inactiva.";"
Irun Sasoian es una iniciativa comunitaria, liderada por el Servicio de Deportes del Ayuntamiento de Irun, que moviliza a los distintos actores locales para desarrollar una serie de programas destinados a promover condiciones de vida favorables a la actividad f&iacute;sica en la ciudad. Este programa involucra a otras &aacute;reas municipales, a actores p&uacute;blicos y privados y a la propia poblaci&oacute;n. Ha sido reconocida con el sello Gosasun 2015 Por una vida + saludable (actualmente el Ayuntamiento de Irun forma parte del grupo promotor de Gosasun de la mano de Innobasque y relacion&aacute;ndonos con otras instituciones, empresas, centros de conocimiento y sociedad) y Premio Estrategia NAOS 2014 A la promoci&oacute;n de la pr&aacute;ctica de la actividad f&iacute;sica en el &aacute;mbito familiar y comunitario.En 2015 se sumaron&nbsp; a esta tarea de fomento de h&aacute;bitos saludables en la comarca de Bidasoaldea las iniciativas del Plan de Promoci&oacute;n de H&aacute;bitos Saludables de Bidasoaldea, promovido por la O.S.I. Bidasoa, y que se ha comunicado la intenci&oacute;n de dar cauce a un grupo de trabajo en el marco de la red Osasunsarea. Todo ello apunta a una importante acci&oacute;n coordinada en el municipio que ya ha comenzado a dar sus frutos. Muchas de las acciones se ejecutan ya de manera coordinada. A continuaci&oacute;n se mencionan brevemente las actividades comunitarias m&aacute;s significativas de las que consta el programa Irun Sasoian:Igande Sasoi.- Es una iniciativa que pretende fomentar la adopci&oacute;n de h&aacute;bitos saludables de actividad f&iacute;sica entre las familias de Irun (independientemente de sus habilidades y niveles de condici&oacute;n f&iacute;sica), proponiendo una serie de actividades abiertas y accesibles a todas las personas el domingo por la ma&ntilde;ana en el centro de la ciudad. Para ello, se recupera para el uso de toda la ciudadan&iacute;a la v&iacute;a urbana principal del municipio, quitando la circulaci&oacute;n de los veh&iacute;culos de la misma durante 4 horas. Participan diferentes agentes: diferentes departamentos municipales (deportes, movilidad, polic&iacute;a local, juventud), clubes deportivos, empresas sector deportivo y la ciudadan&iacute;a de irun.Patioetan Sasoi.- Programa que, ante la necesidad de espacios deportivos en todos los barrios de la ciudad, propone la apertura de los patios de los centros escolares fuera del horario lectivo. Se llega a un acuerdo con el departamento de educaci&oacute;n y las direcciones de los diferentes centros escolares de modo que, el &Aacute;rea de Deportes asume los costes la limpieza, apertura y desperfectos que puedan surgir por el uso de los mismos. 5 patios abiertos durante aproximadamente1800 horas anuales.&nbsp;Bidasoatik Mundura.-&nbsp; es el reto que lanzamos a los alumnos y alumnas de E.S.O. de la comarca de Bidasoa para promover h&aacute;bitos de vida saludables a trav&eacute;s de juegos y talleres nutricionales a realizar en los centros educativos en el horario de recreo. Abordando 3 aspectos diferentes: Actividad f&iacute;sica, alimentaci&oacute;n y creatividad, el programa es promovido por un grupo interdisciplinar compuesto por: Salud P&uacute;blica, Osakidetza, Berritzegune (Educaci&oacute;n), Ayuntamiento Irun, Ayuntamiento Hondarribia, as&iacute; como los centros escolares de secundaria de Bidasoa.&nbsp;Tipi-Tapa Irun.- Es un programa que ofrece a las personas mayores de Irun la posibilidad de realizar salidas a caminar en grupo con car&aacute;cter estable, abierto y regular y con el apoyo de la comunidad (asociaciones, Ayuntamiento - Bienestar Social, Cultura y Deporte - , servicios de salud y otros colaboradores), cuyo objetivo&nbsp; es el de mejorar el bienestar f&iacute;sico y mental de las personas mayores de 60 a&ntilde;os promocionando la pr&aacute;ctica regular de actividad f&iacute;sica, en concreto la actividad de caminar. Los organismos impulsores del programa se turnan semanalmente para prestar apoyo a los voluntarios que dirigen los recorridos. El Ayuntamiento ha contratado el servicio de monitor deportivo ( grado en ciencias de la actividad f&iacute;sica y el deporte) para el desarrollo del programa; este monitor se encarga de supervisar la salida y de dirigir un peque&ntilde;o calentamiento previo a la salida.&nbsp;Actividad que se realiza todos los martes y jueves a las 10h desde el centro Luis Mariano de la ciudad.Txirrinda Sasoi - hondartzara txirrindaz.- Programa en el que el Ayuntamiento de Irun acuerda con los comercios de bicicletas de la ciudad descuentos y revisiones gratuitas antes del verano. Promoci&oacute;n de la bicicleta como medio de transporte id&oacute;neo para desplazarse a las playas de Hendaia y Hondarribia. Colaboraci&oacute;n de las &aacute;reas de movilidad, polic&iacute;a local, juventud, educaci&oacute;n, deportes, comercios de la ciudad&hellip;&nbsp;Otras actividades: Urban Sasoi ( ),&nbsp;Art Sasoi,&nbsp;Eskailerak Sasoi...&nbsp;&nbsp;
";"https://activosdesalud.com/project/web/uploads/ac/10202.pdf";"Actividad física | Salud comunitaria";"Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"kirolak@irun.org";"Paseo Colon, s/n";"20303";"43.3402723";"-1.7938039000000571";"";"Paseo";"Irun";"Gipuzkoa";"Euskadi";"España";"Javier Echepare - Pablo Murias";"kirolak@irun.org";"943505407 / 943505408";"";"A demanda";"14/04/2020 23:44:58";"14/05/2021 23:44:58";"";"http://www.irun.org/IRUNKIROL/comunes/contenido.aspx?clave=15459&tipo=K&dedonde=noticias&idioma=1";"";"";"Histórica con seguimiento";"EUS";"1"
10207;"PIKUAK KALERA";"PIKUAK KALERA EGITASMOA

Pikuak Kalera egitasmoa 2016ko urtean jarri zen martxan, 65 urtetik gorako herritarren osasun jarduerak sustatzeko helburu nagusiarekin. Egitasmoa martxan jarri orduko ordea, osasun jarduerak sustatzeaz gain, elkarrekiko harremanak indartzeko eta kasu askotan pertsonen ongizatea modu globalago batean indartzeko balio zuela konturatu zen udala. Ongizatea osasun fisikoa hobetuz, harreman sozialak indartuz eta osasun emozionala orekatuz. 

Banakakoarekin lantzen diren helburuez gain, herri mailan ekintza komunitarioa sendotzeko helburua ere badu, herriko talde eta eragile ezberdinen arteko kohesioa bultzatuz. Hau gauzatzeko, ostegunero talde ezberdin bat arduratzen da egitasmoa dinamizatzen (guraso elkartea, jubilatuak, herriko etorkin taldea, ongizate lantaldea e.a.). Legorretako Ugaro Herri Eskolak ere parte hartzen du ostegun batzuetan eta urte amaierako txangoan, ibilaldia 65 urtetik gorakoekin eginez festa giroan.";"
IBILALDIEN DINAMIKA:Ostegunero biltzen dira goizeko 10:30etatik aurrera herriko plazan eta hiru talde ezberdinetan (banakakoaren gaitasunen arabera) egiten dute ordu beteko ibilaldia. Ondoren hiru taldeak elkartu eta hamaiketakoa egiten dute jubilatu elkartean.PIKUAK KALERA EGITASMOA ZABALDUZ:Pikuak kalera egitasmoa zabalduz eta osasun fisiko eta sozialaren alde, soinketa saioak ere antolatu dira. Hauek asteartero burutzen dira Herri Antzokian goizeko 10:30etatik 11:30etara.Amaitzeko astelehen eta asteazken arratsaldeetan 16.00etatik 18.00etara oroimena lantzeko tailerrak burutzen dira Jubilatuen Elkartean. Honen helburua mendekotasunaren prebentzioan lan egitea da.Herritarrak bai ibilaldietan, bai soinketa ikastaroan eta baita oroimena lantzeko tailerrean parte hartzera animatzen ditugu! &nbsp;
";"https://activosdesalud.com/project/web/uploads/ac/10207.pdf";"Personas mayores | Salud mental/Bienestar emocional | Actividad física | Salud comunitaria | Cultura y ocio";"Hábitos/Comportamientos saludables";"Cualquiera";"Mayores de 65 años";"gizarte@legorreta.eus";"Calle Nagusia, 12";"20250";"43.0851993";"-2.1489764000000377";"";"Calle";"Legorreta";"Gipuzkoa";"Euskadi";"España";"Itsaso Urretagoiena Arruabarrena";"gizarte@legorreta.eus";"943085290";"";"A demanda";"16/04/2020 23:44:53";"16/05/2021 23:44:53";"";"www.legorreta.eus";"";"";"Histórica con seguimiento";"EUS";"1"
10208;"Legorreta kultura, natura eta osasun ibilbideak";"Legorreta kultura, natura eta osasun ibilbideak.

Inguruko mendietan hiru ibilbide markatu, eskuliburua eta aplikazio informatikoa, hiru ibilbideen ezaugarriak zehaztuz eta bide ertzetan aurkitu daitezkeen sendabolarren gidarekin.";"
Legorreta kultura, natura eta osasun ibilbideak.Inguruko mendietan hiru ibilbide markatu, eskuliburua eta aplikazio informatikoa, hiru ibilbideen ezaugarriak zehaztuz eta bide ertzetan aurkitu daitezkeen sendabolarren gidarekin.

";"";"Actividad física | Cultura y ocio";"Entorno físico | Hábitos/Comportamientos saludables";"Cualquiera";"Población General";"idazkaria@legorreta.eus";"Paseo mendian, legorreta";"20250";"43.09158420000001";"-2.149935599999935";"";"Paseo";"Legorreta";"Gipuzkoa";"Euskadi";"España";"Iñaki Elizegi Mendizabal";"idazkaria@legorreta.eus";"943084000";"";"A demanda";"16/04/2020 23:44:53";"16/05/2021 23:44:53";"";"";"";"";"Histórica con seguimiento";"EUS";"1"
10215;"AKTIBATU ZAITEZ!";"Programa honen helburu nagusia bizitzan jarrera aktiboa etaa osasuntsua bultzatzea da eta norbere autonomia sustatzeko eta zahartzaroan ere gizartean aktiboki parte hartzeko ekintzak antolatzen dira.";"
Ikastaroak (abesbatza, gimnasia, eskulan tailerra, erlaxazioa, pilates, adimena landu, areto dantzak, euskera eskola, xake jokoa, gizinezko sukaldaritza, pilates...9Beste ekintzak batzuK. Kultur ibilaldiak, Txangoak, bingoa, jaiak, hitzaldiak...Talde sozialak elkartzen dira.
";"https://activosdesalud.com/project/web/uploads/ac/10215.pdf";"Personas mayores | Salud mental/Bienestar emocional | Actividad física | Cultura y ocio";"Hábitos/Comportamientos saludables";"Cualquiera";"Mayores de 65 años";"gizartehezitzailea@ordizia.eus";"Paseo Foruen Pasealekua, z/g";"20240";"43.054363";"-2.178011500000025";"Ordizia";"Paseo";"Ordizia";"Gipuzkoa";"Euskadi";"España";"Marian Asenjo eta Kristina Altuna -Gizarte hezitzaileak";"gizartehezitzailea@ordizia.eus";"943 80 56 10 / 943 88 92";"Ordiziako Udala /Zuhaizti Gizarte zentroa";"A demanda";"15/04/2020 11:30:52";"15/05/2021 11:30:52";"Pertsona nagusiak";"www.ordizia.eus";"";"";"Activa";"EUS";"1"
